,id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,goodreads_book_id,tag_name,description
1045,1049,68427,68427,2908871,60,765350378,9780765350370.0,Brandon Sanderson,2005.0,Elantris,"Elantris (Elantris, #1)",eng,4.17,95950,105780,6438,1311,2974,16025,41443,44027,https://images.gr-assets.com/books/1475740953m/68427.jpg,https://images.gr-assets.com/books/1475740953s/68427.jpg,68427,[],"Elantris was the capital of Arelon: gigantic, beautiful, literally radiant, filled with benevolent beings who used their powerful magical abilities for the benefit of all. Yet each of these demigods was once an ordinary person until touched by the mysterious transforming power of the Shaod. Ten years ago, without warning, the magic failed. Elantrians became wizened, leper-like, powerless creatures, and Elantris itself dark, filthy, and crumbling.Arelon's new capital, Kae, crouches in the shadow of Elantris. Princess Sarene of Teod arrives for a marriage of state with Crown Prince Raoden, hoping -- based on their correspondence -- to also find love. She finds instead that Raoden has died and she is considered his widow. Both Teod and Arelon are under threat as the last remaining holdouts against the imperial ambitions of the ruthless religious fanatics of Fjordell. So Sarene decides to use her new status to counter the machinations of Hrathen, a Fjordell high priest who has come to Kae to convert Arelon and claim it for his emperor and his god.But neither Sarene nor Hrathen suspect the truth about Prince Raoden. Stricken by the same curse that ruined Elantris, Raoden was secretly exiled by his father to the dark city. His struggle to help the wretches trapped there begins a series of events that will bring hope to Arelon, and perhaps reveal the secret of Elantris itself.A rare epic fantasy that doesn't recycle the classics and that is a complete and satisfying story in one volume, Elantris is fleet and fun, full of surprises and characters to care about. It's also the wonderful debut of a welcome new star in the constellation of fantasy."
1046,1050,2118745,2118745,2124180,83,1406310255,9781406310250.0,Patrick Ness,2008.0,The Knife of Never Letting Go,"The Knife of Never Letting Go (Chaos Walking, #1)",eng,3.96,99638,112899,12462,4617,7140,20162,37282,43698,https://images.gr-assets.com/books/1277071696m/2118745.jpg,https://images.gr-assets.com/books/1277071696s/2118745.jpg,2118745,[],"Prentisstown isn't like other towns. Everyone can hear everyone else's thoughts in an overwhelming, never-ending stream of Noise. Just a month away from the birthday that will make him a man, Todd and his dog, Manchee—whose thoughts Todd can hear too, whether he wants to or not—stumble upon an area of complete silence. They find that in a town where privacy is impossible, something terrible has been hidden—a secret so awful that Todd and Manchee must run for their lives.But how do you escape when your pursuers can hear your every thought?"
1047,1051,33512,33512,527677,35,312199430,9780312199430.0,Jim Fergus,1998.0,One Thousand White Women: The Journals of May Dodd,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),eng,3.88,84367,89675,7065,2618,6244,19620,32330,28863,https://images.gr-assets.com/books/1389821957m/33512.jpg,https://images.gr-assets.com/books/1389821957s/33512.jpg,33512,[],"One Thousand White Women is the story of May Dodd and a colorful assembly of pioneer women who, under the auspices of the U.S. government, travel to the western prairies in 1875 to intermarry among the Cheyenne Indians. The covert and controversial ""Brides for Indians"" program, launched by the administration of Ulysses S. Grant, is intended to help assimilate the Indians into the white man's world. Toward that end May and her friends embark upon the adventure of their lifetime. Jim Fergus has so vividly depicted the American West that it is as if these diaries are a capsule in time."
1048,1052,3720975,3720975,3764682,59,743296419,9780743296410.0,Jodi Picoult,2009.0,Handle with Care,Handle with Care,eng,3.96,90138,95952,7443,1471,5253,21030,36173,32025,https://images.gr-assets.com/books/1316440644m/3720975.jpg,https://images.gr-assets.com/books/1316440644s/3720975.jpg,3720975,[],"An alternate cover edition can be found hereWhen Willow is born with severe osteogenesis imperfecta, her parents are devastated--she will suffer hundreds of broken bones as she grows, a lifetime of pain. Every expectant parent will tell you that they don't want a perfect baby, just a healthy one. Charlotte and Sean O'Keefe would have asked for a healthy baby, too, if they'd been given the choice. Instead, their lives are made up of sleepless nights, mounting bills, the pitying stares of ""luckier"" parents, and maybe worst of all, the what-ifs. What if their child had been born healthy? But it's all worth it because Willow is, funny as it seems, perfect. She's smart as a whip, on her way to being as pretty as her mother, kind, brave, and for a five-year-old an unexpectedly deep source of wisdom. Willow is Willow, in sickness and in health.Everything changes, though, after a series of events forces Charlotte and her husband to confront the most serious what-ifs of all. What if Charlotte had known earlier of Willow's illness? What if things could have been different? What if their beloved Willow had never been born? To do Willow justice, Charlotte must ask herself these questions and one more. What constitutes a valuable life?"
1049,1053,5093,5093,1178083,12,1416521496,9781416521500.0,"Stephen King, Darrel Anderson",2004.0,Song of Susannah,"Song of Susannah (The Dark Tower, #6)",eng,3.98,84957,95650,2508,1267,5052,21315,34246,33770,https://images.gr-assets.com/books/1372296326m/5093.jpg,https://images.gr-assets.com/books/1372296326s/5093.jpg,5093,[],"The Wolves have been defeated, but our tet faces yet another catastrophe. Susannah Dean’s body has been usurped by a demon named Mia who wants to use Susannah’s mortal form to bear a demon child. Stealing Black Thirteen, Mia has traveled through the Unfound Door to 1999 New York where she plans to give birth to her chap, a child born of two mothers and two fathers who will grow up to be Roland’s nemesis. With the help of the time-traveling Manni, Roland and Eddie plan to follow Susannah while Father Callahan and Jake will find Calvin Tower, owner of the vacant lot where a magical rose grows: a rose that must be saved at all costs. But despite our ka-tet’s intentions, ka has its own plans. Jake, Callahan, and Jake’s bumbler companion are transported to New York to follow Susannah, while Eddie and Roland are tumbled into East Stoneham, Maine, where they are greeted by Eddie’s old enemy, the gangster Balazar. But it isn’t just bullets that Roland and Eddie must brave. Soon they will meet their maker, in the form of a young author named Stephen King."
1050,1054,13125947,13125947,14449480,51,525423664,9780525423670.0,Ally Condie,2012.0,Reached,"Reached (Matched, #3)",,3.56,109290,117859,10280,4478,13979,36753,36346,26303,https://images.gr-assets.com/books/1330717582m/13125947.jpg,https://images.gr-assets.com/books/1330717582s/13125947.jpg,13125947,[],"After leaving Society to desperately seek The Rising, and each other, Cassia and Ky have found what they were looking for, but at the cost of losing each other yet again. Cassia is assigned undercover in Central city, Ky outside the borders, an airship pilot with Indie. Xander is a medic, with a secret. All too soon, everything shifts again."
1051,1055,14836,14836,1024288,152,99578514,9780099578510.0,Salman Rushdie,1981.0,Midnight's Children,Midnight's Children,eng,3.99,75502,84514,4917,2533,5417,15365,28241,32958,https://images.gr-assets.com/books/1371063511m/14836.jpg,https://images.gr-assets.com/books/1371063511s/14836.jpg,14836,[],"Saleem Sinai was born at midnight, the midnight of India's independence, and found himself mysteriously ""handcuffed to history"" by the coincidence. He is one of 1,001 children born at the midnight hour, each of them endowed with an extraordinary talent—and whose privilege and curse it is to be both master and victims of their times. Through Saleem's gifts—inner ear and wildly sensitive sense of smell—we are drawn into a fascinating family saga set against the vast, colourful background of the India of the 20th century."
1052,1056,535441,535441,818,49,1400049628,9781400049620.0,Max Brooks,2004.0,The Zombie Survival Guide: Complete Protection from the Living Dead,The Zombie Survival Guide: Complete Protection from the Living Dead,eng,3.86,82535,86837,3545,1709,6009,22592,28960,27567,https://images.gr-assets.com/books/1320562270m/535441.jpg,https://images.gr-assets.com/books/1320562270s/535441.jpg,535441,[],"The Zombie Survival Guide is your key to survival against the hordes of undead who may be stalking you right now. Fully illustrated and exhaustively comprehensive, this book covers everything you need to know, including how to understand zombie physiology and behavior, the most effective defense tactics and weaponry, ways to outfit your home for a long siege, and how to survive and adapt in any territory or terrain.Top 10 Lessons for Surviving a Zombie Attack 1. Organize before they rise! 2. They feel no fear, why should you?3. Use your head: cut off theirs.4. Blades don’t need reloading.5. Ideal protection = tight clothes, short hair.6. Get up the staircase, then destroy it. 7. Get out of the car, get onto the bike.8. Keep moving, keep low, keep quiet, keep alert!9. No place is safe, only safer. 10. The zombie may be gone, but the threat lives on. Don’t be carefree and foolish with your most precious asset—life. This book is your key to survival against the hordes of undead who may be stalking you right now without your even knowing it. The Zombie Survival Guide offers complete protection through trusted, proven tips for safeguarding yourself and your loved ones against the living dead. It is a book that can save your life."
1053,1057,5348,5348,2777175,114,440234743,9780440234750.0,John Grisham,1999.0,The Testament,The Testament,,3.83,80377,86213,2264,1012,5098,24899,31881,23323,https://images.gr-assets.com/books/1403174228m/5348.jpg,https://images.gr-assets.com/books/1403174228s/5348.jpg,5348,[],"In a plush Virginia office, a rich, angry old man is furiously rewriting his will. With his death just hours away, Troy Phelan wants to send a message to his children, his ex-wives, and his minions, a message that will touch off a vicious legal battle and transform dozens of lives.Because Troy Phelan's new will names a sole surprise heir to his eleven-billion-dollar fortune: a mysterious woman named Rachel Lane, a missionary living deep in the jungles of Brazil.Enter the lawyers. Nate O'Riley is fresh out of rehab, a disgraced corporate attorney handpicked for his last job: to find Rachel Lane at any cost. As Phelan's family circles like vultures in D.C., Nate is crashing through the Brazilian jungle, entering a world where money means nothing, where death is just one misstep away, and where a woman - pursued by enemies and friends alike - holds a stunning surprise of her own."
1054,1058,16331,16331,2589654,216,1579126251,9781579126250.0,Agatha Christie,1930.0,Murder at the Vicarage,"Murder at the Vicarage (Miss Marple, #1)",eng,4.03,93963,100137,2199,1170,3228,22393,37786,35560,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16331,[],"‘Anyone who murdered Colonel Protheroe,’ declared the parson, brandishing a carving knife above a joint of roast beef, ‘would be doing the world at large a favour!’ It was a careless remark for a man of the cloth. And one which was to come back and haunt the clergyman just a few hours later – when the colonel was found shot dead in the clergyman’s study. But as Miss Marple soon discovers, the whole village seems to have had a motive to kill Colonel Protheroe."
1055,1059,227651,227651,1210896,29,1416924981,9781416924980.0,Margaret Peterson Haddix,1998.0,Among the Hidden ,"Among the Hidden (Shadow Children, #1)",eng,3.97,94478,96951,5148,1658,5363,21990,33488,34452,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,227651,[],"SHADOW CHILDRENLuke has never been to school. He's never had a birthday party, or gone to a friend's house for an overnight. In fact, Luke has never had a friend.Luke is one of the shadow children, a third child forbidden by the Population Police. He's lived his entire life in hiding, and now, with a new housing development replacing the woods next to his family's farm, he is no longer even allowed to go outside.Then, one day Luke sees a girl's face in the window of a house where he knows two other children already live. Finally, he's met a shadow child like himself. Jen is willing to risk everything to come out of the shadows - does Luke dare to become involved in her dangerous plan? Can he afford not to?"
1056,1060,315425,315425,3100234,44,1594201455,9781594201460.0,Michael Pollan,2007.0,In Defense of Food: An Eater's Manifesto,In Defense of Food: An Eater's Manifesto,en-US,4.07,80434,85793,7003,707,2771,16427,35960,29928,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,315425,[],"Michael Pollan's last book, The Omnivore's Dilemma, launched a national conversation about the American way of eating; now In Defense of Food shows us how to change it, one meal at a time. Pollan proposes a new answer to the question of what we should eat that comes down to seven simple but liberating words: Eat food. Not too much. Mostly plants. Pollan's bracing and eloquent manifesto shows us how we can start making thoughtful food choices that will enrich our lives, enlarge our sense of what it means to be healthy, and bring pleasure back to eating.,,,"
1057,1061,703292,703292,2904401,60,440995779,9780440995780.0,Elizabeth George Speare,1958.0,The Witch of Blackbird Pond,The Witch of Blackbird Pond,en-US,3.97,105770,112667,4782,2078,5765,25034,40412,39378,https://images.gr-assets.com/books/1345499790m/703292.jpg,https://images.gr-assets.com/books/1345499790s/703292.jpg,703292,[],"Orphaned Kit Tyler knows, as she gazes for the first time at the cold, bleak shores of Connecticut Colony, that her new home will never be like the shimmering Caribbean island she left behind. In her relatives' stern Puritan community, she feels like a tropical bird that has flown to the wrong part of the world, a bird that is now caged and lonely. The only place where Kit feels completely free is in the meadows, where she enjoys the company of the old Quaker woman known as the Witch of Blackbird Pond, and on occasion, her young sailor friend Nat. But when Kit's friendship with the ""witch"" is discovered, Kit is faced with suspicion, fear, and anger. She herself is accused of witchcraft!"
1058,1062,22918050,22918050,42484814,63,,,Kiera Cass,2015.0,The Heir,"The Heir (The Selection, #4)",eng,3.85,111044,126852,14043,2882,8973,32084,43021,39892,https://images.gr-assets.com/books/1422993526m/22918050.jpg,https://images.gr-assets.com/books/1422993526s/22918050.jpg,22918050,[],"Princess Eadlyn has grown up hearing endless stories about how her mother and father met. Twenty years ago, America Singer entered the Selection and won the heart of Prince Maxon - and they lived happily ever after. Eadlyn has always found their fairy-tale story romantic, but she has no interest in trying to repeat it. If it were up to her, she'd put off marriage for as long as possible.But a princess's life is never entirely her own, and Eadlyn can't escape her very own Selection—no matter how fervently she protests.Eadlyn doesn't expect her story to end in romance. But as the competition begins, one entry may just capture Eadlyn's heart, showing her all the possibilities that lie in front of her . . . and proving that finding her own happily ever after isn't as impossible as she's always thought."
1059,1063,9419,9419,2992357,84,440241898,9780440241900.0,Sophie Kinsella,2002.0,Shopaholic Ties the Knot,"Shopaholic Ties the Knot (Shopaholic, #3)",eng,3.77,88139,93578,2306,1441,6585,28580,32779,24193,https://images.gr-assets.com/books/1371383294m/9419.jpg,https://images.gr-assets.com/books/1371383294s/9419.jpg,9419,[],"Life has been good for Becky Bloomwood: She’s become the best personal shopper at Barneys, she and her successful entrepreneurial boyfriend, Luke, are living happily in Manhattan’s West Village, and her new next-door neighbor is a fashion designer! But with her best friend, Suze, engaged, how can Becky fail to notice that her own ring finger is bare? Not that she’s been thinking of marriage (or diamonds) or anything . . . Then Luke proposes! Bridal registries dance in Becky’s head. Problem is, two other people are planning her wedding: Becky’s overjoyed mother has been waiting forever to host a backyard wedding, with the bride resplendent in Mum’s frilly old gown. While Luke’s high-society mother is insisting on a glamorous, all-expenses-paid affair at the Plaza. Both weddings for the same day. And Becky can’t seem to turn down either one. Can everyone’s favorite shopaholic tie the knot before everything unravels?"
1060,1064,5890,5890,1303710,721,141439610,9780141439620.0,"Wilkie Collins, Matthew Sweet",1859.0,The Woman in White,The Woman in White,eng,3.98,93134,103301,5668,1971,5120,21879,38080,36251,https://images.gr-assets.com/books/1295661017m/5890.jpg,https://images.gr-assets.com/books/1295661017s/5890.jpg,5890,[],"'In one moment, every drop of blood in my body was brought to a stop... There, as if it had that moment sprung out of the earth, stood the figure of a solitary Woman, dressed from head to foot in white'The Woman in White famously opens with Walter Hartright's eerie encounter on a moonlit London road. Engaged as a drawing master to the beautiful Laura Fairlie, Walter becomes embroiled in the sinister intrigues of Sir Percival Glyde and his 'charming' friend Count Fosco, who has a taste for white mice, vanilla bonbons, and poison. Pursuing questions of identity and insanity along the paths and corridors of English country houses and the madhouse, The Woman in White is the first and most influential of the Victorian genre that combined Gothic horror with psychological realism.Matthew Sweet's introduction explores the phenomenon of Victorian 'sensation' fiction, and discusses Wilkie Collins's biographical and societal influences. Included in this edition are appendices on theatrical adaptations of the novel and its serialisation history."
1061,1065,25735012,25735012,43699375,83,316349933,9780316349930.0,"Robert Galbraith, J.K. Rowling",2015.0,Career of Evil,"Career of Evil (Cormoran Strike, #3)",eng,4.21,66979,95274,10254,550,1926,12591,42325,37882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,25735012,[],"Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a woman’s severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks could be responsible – and Strike knows that any one of them is capable of sustained and unspeakable brutality.With the police focusing on the one suspect Strike is increasingly sure is not the perpetrator, he and Robin take matters into their own hands, and delve into the dark and twisted worlds of the other three men. But as more horrendous acts occur, time is running out for the two of them…Career of Evil is the third in the series featuring private detective Cormoran Strike and his assistant Robin Ellacott. A mystery and also a story of a man and a woman at a crossroads in their personal and professional lives."
1062,1066,5821978,5821978,5994018,50,1416968237,9781416968240.0,Jenny Han,2009.0,The Summer I Turned Pretty,"The Summer I Turned Pretty (Summer, #1)",en-US,3.96,104730,110967,8448,2951,7571,23699,33795,42951,https://images.gr-assets.com/books/1361666855m/5821978.jpg,https://images.gr-assets.com/books/1361666855s/5821978.jpg,5821978,[],"Belly measures her life in summers. Everything good, everything magical happens between the months of June and August. Winters are simply a time to count the weeks until the next summer, a place away from the beach house, away from Susannah, and most importantly, away from Jeremiah and Conrad. They are the boys that Belly has known since her very first summer—they have been her brother figures, her crushes, and everything in between. But one summer, one terrible and wonderful summer, the more everything changes, the more it all ends up just the way it should have been all along."
1063,1067,6422,6422,2322486,59,312966970,9780312966970.0,Janet Evanovich,1998.0,Four to Score ,"Four to Score (Stephanie Plum, #4)",en-US,4.17,106871,111633,2527,286,1886,20825,44410,44226,https://images.gr-assets.com/books/1311983211m/6422.jpg,https://images.gr-assets.com/books/1311983211s/6422.jpg,6422,[],"Nabbing Maxine Nowicki, thief and extortionist, would be the answer to Stephanie’s prayers and monetary woes. The only trouble is that Maxine is no where to be found, and her friends have been mysteriously turning up dead. To make matters worse, Stephanie’s arch nemesis since grade school is also looking for Nowicki, hoping to cash in first.Stephanie’s mentor and tormentor, Ranger, needs her. Vice cop Joe Morelli has invited her to move in… temporarily. And Stephanie’s Grandma Mazur, sidekick, Lula, and a six-foot-tall transvestite rock musician want to take Stephanie to Atlantic City. One thing is for certain, no good can come from any of it."
1064,1068,29209,29209,29679,62,1573225789,9781573225790.0,James McBride,1996.0,The Color of Water: A Black Man's Tribute to His White Mother,The Color of Water: A Black Man's Tribute to His White Mother,en-US,4.06,80906,83888,4174,1206,3218,15996,32338,31130,https://images.gr-assets.com/books/1401311300m/29209.jpg,https://images.gr-assets.com/books/1401311300s/29209.jpg,29209,[],"Touches readers of all colors as a vivid portrait of growing up, a haunting meditation on race and identity, and a lyrical valentine to a mother from her son.Who is Ruth McBride Jordan? A self-declared ""light-skinned"" woman evasive about her ethnicity, yet steadfast in her love for her twelve black children. James McBride, journalist, musician and son, explores his mother's past, as well as his own upbringing and heritage, in a poignant and powerful debut, The Color Of Water: A Black Man's Tribute to His White Mother. The son of a black minister and a woman who would not admit she was white, James McBride grew up in ""orchestrated chaos"" with his eleven siblings in the poor, all-black projects of Red Hook, Brooklyn. ""Mommy,"" a fiercely protective woman with ""dark eyes full of pep and fire,"" herded her brood to Manhattan's free cultural events, sent them off on buses to the best (and mainly Jewish) schools, demanded good grades and commanded respect. As a young man, McBride saw his mother as a source of embarrassment, worry, and confusion--and reached thirty before he began to discover the truth about her early life and long-buried pain. In The Color of Water, McBride retraces his mother's footsteps and, through her searing and spirited voice, recreates her remarkable story. The daughter of a failed itinerant Orthodox rabbi, she was born Rachel Shilsky (actually Ruchel Dwara Zylska) in Poland on April 1, 1921. Fleeing pogroms, her family emigrated to America and ultimately settled in Suffolk, Virginia, a small town where anti-Semitism and racial tensions ran high. With candor and immediacy, Ruth describes her parents' loveless marriage; her fragile, handicapped mother; her cruel, sexually-abusive father; and the rest of the family and life she abandoned. At seventeen, after fleeing Virginia and settling in New York City, Ruth married a black minister and founded the all-black New Brown Memorial Baptist Church in her Red Hook living room. ""God is the color of water,"" Ruth McBride taught her children, firmly convinced that life's blessings and life's values transcend race. Twice widowed, and continually confronting overwhelming adversity and racism, Ruth's determination, drive and discipline saw her dozen children through college--and most through graduate school. At age 65, she herself received a degree in social work from Temple University. Interspersed throughout his mother's compelling narrative, McBride shares candid recollections of his own experiences as a mixed-race child of poverty, his flirtations with drugs and violence, and his eventual self-realization and professional success. The Color of Water touches readers of all colors as a vivid portrait of growing up, a haunting meditation on race and identity, and a lyrical valentine to a mother from her son."
1065,1069,6402364,6402364,6591160,77,60889578,9780060889580.0,"Steven D. Levitt, Stephen J. Dubner",2009.0,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",en-US,3.95,85006,94086,3949,1272,4403,21584,36889,29938,https://images.gr-assets.com/books/1308117804m/6402364.jpg,https://images.gr-assets.com/books/1308117804s/6402364.jpg,6402364,[],"The New York Times best-selling Freakonomics was a worldwide sensation, selling over four million copies in thirty-five languages and changing the way we look at the world. Now, Steven D. Levitt and Stephen J. Dubner return with SuperFreakonomics, and fans and newcomers alike will find that the freakquel is even bolder, funnier, and more surprising than the first.Four years in the making, SuperFreakonomics asks not only the tough questions, but the unexpected ones: What's more dangerous, driving drunk or walking drunk? Why is chemotherapy prescribed so often if it's so ineffective? Can a sex change boost your salary?SuperFreakonomics challenges the way we think all over again, exploring the hidden side of everything with such questions as:How is a street prostitute like a department-store Santa?Why are doctors so bad at washing their hands?How much good do car seats do?What's the best way to catch a terrorist?Did TV cause a rise in crime?What do hurricanes, heart attacks, and highway deaths have in common?Are people hard-wired for altruism or selfishness?Can eating kangaroo save the planet?Which adds more value: a pimp or a Realtor?Levitt and Dubner mix smart thinking and great storytelling like no one else, whether investigating a solution to global warming or explaining why the price of oral sex has fallen so drastically. By examining how people respond to incentives, they show the world for what it really is – good, bad, ugly, and, in the final analysis, super freaky.Freakonomics has been imitated many times over – but only now, with SuperFreakonomics, has it met its match."
1066,1070,112750,112750,108558,58,385339151,9780385339160.0,Karen Marie Moning,2006.0,Darkfever,"Darkfever (Fever, #1)",eng,4.14,110812,123927,8554,2809,5659,20357,37943,57159,https://images.gr-assets.com/books/1392579949m/112750.jpg,https://images.gr-assets.com/books/1392579949s/112750.jpg,112750,[],"""My name is MacKayla, Mac for short. I'm a sidhe-seer, one who sees the Fae, a fact I accepted only recently and very reluctantly.My philosophy is pretty simple - any day nobody's trying to kill me is a good day in my book. I haven't had many good days lately. Not since the walls between Man and Fae came down. But then, there's not a sidhe-seer alive who's had a good day since then.""When MacKayla's sister was murdered, she left a single clue to her death, a cryptic message on Mac's cell phone. Journeying to Ireland in search of answers, Mac is soon faced with an even greater challenge: staying alive long enough to master a power she had no idea she possessed - a gift that allows her to see beyond the world of man, into the dangerous realm of the Fae.As Mac delves deeper into the mystery of her sister's death, her every move is shadowed by the dark, mysterious Jericho...while at the same time, the ruthless V'lane - an alpha Fae who makes sex an addiction for human women - closes in on her. As the boundary between worlds begins to crumble, Mac's true mission becomes clear: to find the elusive Sinsar Dubh before someone else claims the all-powerful Dark Book - because whoever gets to it first holds nothing less than complete control both worlds in their hands."
1067,1071,234184,234184,3107985,65,312857063,9780312857070.0,Terry Goodkind,1995.0,Stone of Tears,"Stone of Tears (Sword of Truth, #2)",en-US,4.1,83235,89987,1519,1554,3768,15302,32466,36897,https://images.gr-assets.com/books/1478930875m/234184.jpg,https://images.gr-assets.com/books/1478930875s/234184.jpg,234184,[],"In Wizard's First Rule, Richard Cypher's world was turned upside down. Once a simple woods guide, Richard was forced to become the Seeker of Truth, to save the world from the vile dominance of Darken Rahl, the most viciously savage and powerful wizard the world had ever seen. He was joined on this epic quest by his beloved Kahlan, the only survivor among the Confessors, who brought a powerful but benevolent justice to the land before Rahl's evil scourge. Aided by Zedd, the last of the wizards who opposed Rahl, they were able to cast him into the underworld, saving the world from the living hell of life under Rahl.But the veil to the underworld has been torn, and Rahl, from beyond the veil, begins to summon a sinister power more dreadful than any he has wielded before. Horrifying creatures escape through the torn veil, wreaking havoc on the unsuspecting world above.If Rahl isn't stopped, he will free the Keeper itself, an evil entity whose power is so vast and foul that once freed, it can never again be contained.Richard and Kahlan must face Rahl and the Keeper's terrible minions. But first, Richard must endure the ministrations of the Sisters of the Light, or die from the pain of magic that is his birthright and his curse. While Richard undertakes the arduous journey to the forbidden city of the Sisters, Kahlan must embark upon a long and dangerous mission to Aydindril, citadel of the old wizards, where she hopes to find Zedd and the help only he can lend to their desperate cause.War, suffering, torture, and deceit lie in their paths, and nothing will save them from a destiny of violent death, unless their courage and faith are joined with luck and they find the elusive...Stone of Tears."
1068,1072,7114761,7114761,10424899,48,312554168,9780312554160.0,Emily Giffin,2010.0,Heart of the Matter,Heart of the Matter,en-US,3.73,83461,87618,4176,2202,7065,25223,30791,22337,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7114761,[],"Tessa Russo is the mother of two young children and the wife of a renowned pediatric surgeon. Despite her own mother's warnings, Tessa has recently given up her career to focus on her family and the pursuit of domestic happiness. From the outside, she seems destined to live a charmed life. Valerie Anderson is an attorney and single mother to six-year-old Charlie—a boy who has never known his father. After too many disappointments, she has given up on romance—and even to some degree, friendships—believing that it is always safer not to expect too much.Although both women live in the same Boston suburb, the two have relatively little in common aside from a fierce love for their children.  But one night, a tragic accident causes their lives to converge in ways no one could have imagined.  In alternating, pitch-perfect points of view, Emily Giffin creates a moving, luminous story of good people caught in untenable circumstances. Each being tested in ways they never thought possible. Each questioning everything they once believed. And each ultimately discovering what truly matters most."
1069,1073,5797,5797,1057468,650,141439831,9780141439840.0,"William Makepeace Thackeray, John Carey",1847.0,Vanity Fair: A Novel Without a Hero,Vanity Fair,eng,3.76,91323,97978,2598,3050,8007,25897,33250,27774,https://images.gr-assets.com/books/1344386439m/5797.jpg,https://images.gr-assets.com/books/1344386439s/5797.jpg,5797,[],"A novel that chronicles the lives of two women who could not be more different: Becky Sharp, an orphan whose only resources are her vast ambitions, her native wit, and her loose morals; and her schoolmate Amelia Sedley, a typically naive Victorian heroine, the pampered daughter of a wealthy family."
1070,1074,4982,4982,905970,102,1857988841,9781857988840.0,Kurt Vonnegut Jr.,1959.0,The Sirens of Titan,The Sirens of Titan,en-GB,4.16,72493,83867,3241,552,2636,14460,31577,34642,https://images.gr-assets.com/books/1419363185m/4982.jpg,https://images.gr-assets.com/books/1419363185s/4982.jpg,4982,[],"The Sirens of Titan is an outrageous romp through space, time, and morality. The richest, most depraved man on Earth, Malachi Constant, is offered a chance to take a space journey to distant worlds with a beautiful woman at his side. Of course there's a catch to the invitation—and a prophetic vision about the purpose of human life that only Vonnegut has the courage to tell."
1071,1075,10625,7278752,6560478,146,2266047426,9782266047420.0,"Stephen King, Dominique Dill",1992.0,Dolores Claiborne,Dolores Claiborne,fre,3.81,71053,98959,1718,1623,7586,27461,33524,28765,https://images.gr-assets.com/books/1394213480m/10625.jpg,https://images.gr-assets.com/books/1394213480s/10625.jpg,10625,[],"À Little Tall, on ne sais toujours pas exactement ce qui s'est passé il y a trente ans, et si l'accident qui, le jour de l'éclipse, a coûté la vie au mari de Dolores Claiborne était vraiment un accident...Aujourd'hui, la vieille dame indigne est à nouveau soupçonnée : la riche et sénile Vera Donovan, dont elle est la gouvernante depuis des décennies, vient d'être découverte morte dans sa demeure.Seul témoin et seule héritière, Dolores fait figure de coupable idéale. Elle n'a désormais plus le choix : elle doit passer aux aveux. Raconter les étranges phobies qui habitaient sa maîtresse, se souvenir de l'horreur qu'elle a vécu il y a trente ans. Dire toute la vérité : une vérité terrifiante."
